hostname, date time,#threads,operations/thread,total time taken(ms),#total operations,operations per second,Latency(microseconds),search weight,insert weight,delete weight,#search operations,#insert operations,#remove operations,size before,size after,#successful search operations,#successful insert operations,#successful remove operations,min key,max key,distribution type
sahil-lab-pc,2018-02-26 16:18:38,15,2000000,8868,30000000,3382.95,4.43426,10,45,45,3000035,13499285,13500680,15,36,1475846,6630348,6630327,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,10,1000,8,10000,1250,8.966,10,45,45,1052,4443,4505,15,36,513,2244,2223,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,10,2000,14,20000,1428.57,7.4485,10,45,45,2012,9030,8958,15,32,997,4417,4400,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,10,4000,22,40000,1818.18,5.65,10,45,45,3915,18086,17999,15,30,1897,8928,8913,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,10,8000,38,80000,2105.26,4.77487,10,45,45,7972,36090,35938,15,42,3847,17786,17759,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,10,16000,57,160000,2807.02,3.60438,10,45,45,15887,72058,72055,15,29,7779,35296,35282,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,11,1000,5,11000,2200,5.657,10,45,45,1098,4994,4908,15,41,557,2490,2464,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,11,2000,10,22000,2200,5.116,10,45,45,2231,9807,9962,15,34,1114,4875,4856,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,11,4000,18,44000,2444.44,4.646,10,45,45,4502,19865,19633,15,37,2285,9799,9777,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,11,8000,30,88000,2933.33,3.77875,10,45,45,8792,39601,39607,15,37,4374,19583,19561,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,11,16000,55,176000,3200,3.46306,10,45,45,17685,79422,78893,15,43,8696,38858,38830,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,12,1000,5,12000,2400,5.116,10,45,45,1172,5435,5393,15,32,571,2657,2640,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,12,2000,9,24000,2666.67,4.931,10,45,45,2407,10858,10735,15,43,1162,5435,5407,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,12,4000,17,48000,2823.53,4.269,10,45,45,4848,21405,21747,15,39,2375,10656,10632,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:40,12,8000,29,96000,3310.34,3.72012,10,45,45,9623,43269,43108,15,41,4636,21183,21157,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,12,16000,55,192000,3490.91,3.488,10,45,45,19165,86514,86321,15,30,9529,42499,42484,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,13,1000,5,13000,2600,5.124,10,45,45,1310,5836,5854,15,41,651,2916,2890,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,13,2000,10,26000,2600,5.4,10,45,45,2674,11480,11846,15,32,1317,5820,5803,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,13,4000,20,52000,2600,5.15175,10,45,45,5291,23271,23438,15,40,2646,11603,11578,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,13,8000,34,104000,3058.82,4.28325,10,45,45,10397,46751,46852,15,38,5146,23207,23184,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,13,16000,61,208000,3409.84,3.81906,10,45,45,20728,93820,93452,15,37,10260,45997,45975,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,14,1000,5,14000,2800,5.589,10,45,45,1457,6333,6210,15,43,741,3094,3066,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,14,2000,13,28000,2153.85,6.598,10,45,45,2795,12561,12644,15,40,1440,6310,6285,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,14,4000,20,56000,2800,5.03825,10,45,45,5571,25238,25191,15,40,2763,12427,12402,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,14,8000,36,112000,3111.11,4.56137,10,45,45,11333,50197,50470,15,44,5608,24886,24857,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,14,16000,67,224000,3343.28,4.24094,10,45,45,22351,100963,100686,15,30,11028,49372,49357,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,15,1000,6,15000,2500,6.608,10,45,45,1421,6756,6823,15,41,716,3407,3381,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,15,2000,11,30000,2727.27,5.5525,10,45,45,3101,13448,13451,15,35,1604,6662,6642,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,15,4000,18,60000,3333.33,4.70125,10,45,45,5889,27079,27032,15,41,2933,13415,13389,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,15,8000,36,120000,3333.33,4.57825,10,45,45,11839,53804,54357,15,38,5810,26799,26776,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,15,16000,66,240000,3636.36,4.17063,10,45,45,23958,107872,108170,15,41,11854,52964,52938,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,16,1000,6,16000,2666.67,6.804,10,45,45,1595,7223,7182,15,35,768,3558,3538,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,16,2000,10,32000,3200,5.465,10,45,45,3249,14343,14408,15,35,1655,7199,7179,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,16,4000,19,64000,3368.42,4.90975,10,45,45,6462,28717,28821,15,34,3209,14240,14221,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,16,8000,38,128000,3368.42,4.85225,10,45,45,12600,57365,58035,15,33,6226,28376,28358,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,16,16000,65,256000,3938.46,4.07169,10,45,45,25516,115405,115079,15,34,12689,56470,56451,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,17,1000,6,17000,2833.33,6.658,10,45,45,1662,7728,7610,15,38,835,3763,3740,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,17,2000,13,34000,2615.38,6.9985,10,45,45,3375,15255,15370,15,35,1653,7682,7662,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,17,4000,19,68000,3578.95,4.9945,10,45,45,6748,30385,30867,15,42,3321,15304,15277,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,17,8000,41,136000,3317.07,5.22275,10,45,45,13697,61063,61240,15,34,6762,30057,30038,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,17,16000,71,272000,3830.99,4.48531,10,45,45,26986,122435,122579,15,39,13233,60313,60289,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,18,1000,6,18000,3000,6.993,10,45,45,1778,8030,8192,15,47,894,4063,4031,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,18,2000,18,36000,2000,9.066,10,45,45,3582,16210,16208,15,35,1764,7980,7960,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,18,4000,24,72000,3000,6.034,10,45,45,7066,32637,32297,15,38,3509,15901,15878,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,18,8000,41,144000,3512.2,5.21537,10,45,45,14235,64668,65097,15,38,6987,31826,31803,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,18,16000,83,288000,3469.88,5.20356,10,45,45,28683,129393,129924,15,30,14254,63825,63810,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:41,19,1000,7,19000,2714.29,7.304,10,45,45,1892,8674,8434,15,39,914,4340,4316,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,19,2000,14,38000,2714.29,7.444,10,45,45,3802,16951,17247,15,35,1893,8470,8450,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,19,4000,29,76000,2620.69,7.39325,10,45,45,7631,34118,34251,15,40,3746,16869,16844,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,19,8000,39,152000,3897.44,4.8905,10,45,45,14964,68445,68591,15,39,7322,33619,33595,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,19,16000,78,304000,3897.44,4.89525,10,45,45,30342,137050,136608,15,37,15057,67237,67215,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,20,1000,6,20000,3333.33,6.191,10,45,45,1983,8934,9083,15,26,980,4505,4494,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,20,2000,15,40000,2666.67,7.7835,10,45,45,3986,18100,17914,15,31,2029,9081,9065,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,20,4000,25,80000,3200,6.396,10,45,45,7944,36039,36017,15,42,3943,17792,17765,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,20,8000,49,160000,3265.31,6.16525,10,45,45,15963,72125,71912,15,37,7860,35460,35438,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,20,16000,84,320000,3809.52,5.306,10,45,45,31954,144920,143126,15,35,15980,70662,70642,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,10,1000,3,10000,3333.33,3.849,10,45,45,1002,4528,4470,15,36,482,2228,2207,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,10,2000,9,20000,2222.22,4.8635,10,45,45,2088,8974,8938,15,40,1082,4495,4470,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,10,4000,15,40000,2666.67,3.8145,10,45,45,4018,17944,18038,15,37,2009,8839,8817,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,10,8000,33,80000,2424.24,4.19425,10,45,45,7852,36084,36064,15,31,3798,17977,17961,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,10,16000,50,160000,3200,3.16237,10,45,45,15887,72341,71772,15,38,7942,35479,35456,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,11,1000,4,11000,2750,4.59,10,45,45,1092,4817,5091,15,38,506,2458,2435,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,11,2000,10,22000,2200,5.1815,10,45,45,2194,10001,9805,15,42,1090,4945,4918,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,11,4000,14,44000,3142.86,3.5985,10,45,45,4446,19925,19629,15,39,2246,9782,9758,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,11,8000,29,88000,3034.48,3.65025,10,45,45,8794,39594,39612,15,31,4419,19441,19425,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,11,16000,51,176000,3450.98,3.205,10,45,45,17698,78616,79686,15,36,8586,39080,39059,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,12,1000,5,12000,2400,5.212,10,45,45,1184,5402,5414,15,45,608,2681,2651,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,12,2000,9,24000,2666.67,4.933,10,45,45,2402,10815,10783,15,36,1207,5406,5385,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,12,4000,20,48000,2400,5.09,10,45,45,4706,21771,21523,15,32,2351,10858,10841,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,12,8000,29,96000,3310.34,3.67837,10,45,45,9617,43235,43148,15,38,4814,21322,21299,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,12,16000,58,192000,3310.34,3.64056,10,45,45,19142,86389,86469,15,43,9340,42499,42471,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,13,1000,5,13000,2600,5.892,10,45,45,1363,5923,5714,15,40,692,2895,2870,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,13,2000,9,26000,2888.89,4.5215,10,45,45,2644,11680,11676,15,39,1335,5833,5809,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,13,4000,18,52000,2888.89,4.582,10,45,45,5283,23344,23373,15,40,2540,11566,11541,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,13,8000,38,104000,2736.84,4.80387,10,45,45,10308,46887,46805,15,42,5034,23057,23030,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,13,16000,57,208000,3649.12,3.618,10,45,45,20838,93408,93754,15,35,10246,45731,45711,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,14,1000,5,14000,2800,5.545,10,45,45,1418,6252,6330,15,40,720,3164,3139,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,14,2000,14,28000,2000,7.326,10,45,45,2738,12632,12630,15,38,1361,6223,6200,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,14,4000,16,56000,3500,4.17275,10,45,45,5645,25214,25141,15,32,2799,12391,12374,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:42,14,8000,40,112000,2800,5.00612,10,45,45,10989,50509,50502,15,38,5462,24686,24663,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,14,16000,62,224000,3612.9,3.88969,10,45,45,22261,100714,101025,15,35,10906,49406,49386,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,15,1000,6,15000,2500,6.04,10,45,45,1547,6926,6527,15,30,751,3337,3322,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,15,2000,14,30000,2142.86,7.1885,10,45,45,3047,13423,13530,15,45,1470,6704,6674,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,15,4000,18,60000,3333.33,4.736,10,45,45,6019,26917,27064,15,42,2958,13308,13281,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,15,8000,39,120000,3076.92,4.89062,10,45,45,12008,53977,54015,15,38,5871,26514,26491,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,15,16000,61,240000,3934.43,3.85206,10,45,45,24061,107704,108235,15,44,11769,52911,52882,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,16,1000,6,16000,2666.67,6.586,10,45,45,1572,7146,7282,15,35,777,3645,3625,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,16,2000,12,32000,2666.67,6.3895,10,45,45,3129,14412,14459,15,39,1569,7145,7121,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,16,4000,21,64000,3047.62,5.46375,10,45,45,6459,28609,28932,15,42,3157,14300,14273,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,16,8000,41,128000,3121.95,5.15663,10,45,45,12719,57517,57764,15,38,6221,28413,28390,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,16,16000,72,256000,3555.56,4.54106,10,45,45,25538,114813,115649,15,40,12470,56827,56802,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,17,1000,5,17000,3400,5.426,10,45,45,1715,7580,7705,15,40,827,3787,3762,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,17,2000,12,34000,2833.33,6.1155,10,45,45,3381,15179,15440,15,37,1597,7621,7599,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,17,4000,23,68000,2956.52,5.88425,10,45,45,6802,30603,30595,15,40,3317,15148,15123,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,17,8000,41,136000,3317.07,5.15287,10,45,45,13510,61076,61414,15,40,6596,30360,30335,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,17,16000,71,272000,3830.99,4.49238,10,45,45,27051,122331,122618,15,30,13244,60363,60348,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,18,1000,7,18000,2571.43,7.804,10,45,45,1742,8143,8115,15,38,840,4048,4025,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,18,2000,16,36000,2250,8.353,10,45,45,3562,16267,16171,15,42,1774,8015,7988,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,18,4000,22,72000,3272.73,5.6275,10,45,45,7333,32394,32273,15,40,3611,15898,15873,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,18,8000,45,144000,3200,5.65862,10,45,45,14416,64750,64834,15,40,7158,31870,31845,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,18,16000,77,288000,3740.26,4.8185,10,45,45,28615,129804,129581,15,41,14011,63589,63563,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,19,1000,7,19000,2714.29,7.523,10,45,45,1902,8622,8476,15,36,965,4282,4261,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,19,2000,18,38000,2111.11,9.01,10,45,45,3761,17173,17066,15,38,1862,8516,8493,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,19,4000,25,76000,3040,6.3275,10,45,45,7537,34373,34090,15,32,3638,16972,16955,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,19,8000,43,152000,3534.88,5.47575,10,45,45,15285,68468,68247,15,45,7518,33789,33759,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,19,16000,92,304000,3304.35,5.7935,10,45,45,30183,137045,136772,15,40,14930,67695,67670,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,20,1000,7,20000,2857.14,7.296,10,45,45,2039,8921,9040,15,35,1053,4466,4446,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,20,2000,15,40000,2666.67,7.7775,10,45,45,4078,17900,18022,15,37,2041,8834,8812,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:43,20,4000,28,80000,2857.14,7.21275,10,45,45,8042,35997,35961,15,42,3934,17774,17747,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:44,20,8000,48,160000,3333.33,6.01075,10,45,45,16004,72166,71830,15,39,7860,35401,35377,5,80,uniform
sahil-lab-pc,2018-02-26 16:52:44,20,16000,82,320000,3902.44,5.17687,10,45,45,32137,143620,144243,15,36,15825,70609,70588,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,10,1000,7,10000,1428.57,7.925,10,45,45,984,4536,4480,15,35,513,2240,2220,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,10,4000,23,40000,1739.13,5.99225,10,45,45,3991,17995,18014,15,44,2008,8810,8781,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,10,16000,65,160000,2461.54,4.10831,10,45,45,15937,71888,72175,15,36,7840,35345,35324,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,15,1000,9,15000,1666.67,9.095,10,45,45,1515,6671,6814,15,31,766,3337,3321,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,15,4000,26,60000,2307.69,6.624,10,45,45,5893,27172,26935,15,36,2951,13309,13288,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,15,16000,74,240000,3243.24,4.67531,10,45,45,23735,107933,108332,15,32,11673,53130,53113,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,20,1000,6,20000,3333.33,6.68,10,45,45,2034,8920,9046,15,44,1018,4441,4412,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,20,4000,29,80000,2758.62,7.411,10,45,45,7886,36135,35979,15,46,3860,17857,17826,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,20,16000,90,320000,3555.56,5.67419,10,45,45,32063,144074,143863,15,40,15773,70892,70867,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,10,1000,4,10000,2500,4.253,10,45,45,1027,4431,4542,15,43,521,2242,2214,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,10,4000,14,40000,2857.14,3.5895,10,45,45,3992,17974,18034,15,38,1977,8947,8924,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,10,16000,48,160000,3333.33,3.02369,10,45,45,16096,71577,72327,15,35,7903,35256,35236,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,15,1000,5,15000,3000,5.801,10,45,45,1506,6840,6654,15,37,762,3390,3368,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,15,4000,23,60000,2608.7,5.8145,10,45,45,5937,27120,26943,15,47,2949,13541,13509,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,15,16000,58,240000,4137.93,3.67331,10,45,45,23823,107782,108395,15,34,11574,53127,53108,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,20,1000,9,20000,2222.22,9.025,10,45,45,2005,9033,8962,15,44,1005,4477,4448,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:07,20,4000,24,80000,3333.33,6.05625,10,45,45,8006,35782,36212,15,34,3933,17978,17959,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:08,20,16000,79,320000,4050.63,4.972,10,45,45,31500,144274,144226,15,38,15461,71012,70989,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,10,1000,6,10000,1666.67,6.885,10,45,45,1045,4512,4443,15,36,503,2262,2241,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,10,4000,23,40000,1739.13,5.9435,10,45,45,3909,17958,18133,15,28,1951,8969,8956,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,15,1000,8,15000,1875,8.651,10,45,45,1475,6790,6735,15,40,746,3429,3404,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,15,4000,29,60000,2068.97,7.363,10,45,45,6048,27059,26893,15,34,3043,13338,13319,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,20,1000,11,20000,1818.18,11.197,10,45,45,2021,8981,8998,15,39,990,4475,4451,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,20,4000,30,80000,2666.67,7.65475,10,45,45,8019,35825,36156,15,48,3961,17904,17871,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,10,1000,5,10000,2000,5.126,10,45,45,968,4488,4544,15,41,491,2256,2230,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,10,4000,16,40000,2500,4.16675,10,45,45,3945,18146,17909,15,46,1987,8931,8900,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,15,1000,4,15000,3750,4.911,10,45,45,1569,6643,6788,15,30,758,3361,3346,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,15,4000,20,60000,3000,5.21775,10,45,45,5966,27170,26864,15,40,2920,13329,13304,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,20,1000,11,20000,1818.18,11.52,10,45,45,1977,8996,9027,15,44,1003,4491,4462,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:17,20,4000,28,80000,2857.14,7.12925,10,45,45,7866,35927,36207,15,36,3848,17836,17815,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,10,1000,8,10000,1250,8.955,10,45,45,989,4572,4439,15,41,476,2300,2274,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,10,4000,24,40000,1666.67,6.15725,10,45,45,4054,18098,17848,15,32,2016,8845,8828,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,20,1000,12,20000,1666.67,12.313,10,45,45,1983,8985,9032,15,36,977,4475,4454,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,20,4000,37,80000,2162.16,9.27225,10,45,45,8157,35807,36036,15,47,3990,17684,17652,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,10,1000,6,10000,1666.67,6.629,10,45,45,951,4539,4510,15,40,455,2224,2199,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,10,4000,22,40000,1818.18,5.55825,10,45,45,3886,18106,18008,15,43,1977,9005,8977,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,20,1000,9,20000,2222.22,9.675,10,45,45,2006,8966,9028,15,47,1016,4494,4462,5,80,uniform
sahil-lab-pc,2018-02-26 16:53:27,20,4000,28,80000,2857.14,7.043,10,45,45,8030,35819,36151,15,41,3983,17799,17773,5,80,uniform
sahil-lab-pc,2018-02-26 16:57:22,30,1000000,8393,30000000,3574.41,8.39367,10,45,45,3001724,13499036,13499240,15,41,1476337,6630344,6630318,5,80,uniform
sahil-lab-pc,2018-02-26 16:57:39,30,2000000,16573,60000000,3620.35,8.28692,10,45,45,5998126,27007771,26994103,15,41,2950254,13260261,13260235,5,80,uniform
sahil-lab-pc,2018-02-26 16:58:12,30,4000000,33582,120000000,3573.34,8.39563,10,45,45,11999078,54009326,53991596,15,31,5903889,26522055,26522039,5,80,uniform
sahil-lab-pc,2018-02-26 16:59:20,30,8000000,67115,240000000,3575.95,8.38945,10,45,45,23994288,108008152,107997560,15,39,11807371,53046893,53046869,5,80,uniform
sahil-lab-pc,2018-02-26 17:01:34,30,16000000,134075,480000000,3580.09,8.3797,10,45,45,47998256,216009816,215991928,15,33,23620466,106071059,106071041,5,80,uniform
sahil-lab-pc,2018-02-26 17:01:43,31,1000000,8657,31000000,3580.92,8.65724,10,45,45,3100691,13946547,13952762,15,47,1525512,6852874,6852842,5,80,uniform
sahil-lab-pc,2018-02-26 17:02:00,31,2000000,17223,62000000,3599.84,8.6118,10,45,45,6196595,27904601,27898804,15,37,3051691,13703136,13703114,5,80,uniform
sahil-lab-pc,2018-02-26 17:02:35,31,4000000,34920,124000000,3550.97,8.73004,10,45,45,12398467,55800561,55800972,15,32,6099329,27401215,27401198,5,80,uniform
sahil-lab-pc,2018-02-26 17:03:47,31,8000000,71595,248000000,3463.93,8.94942,10,45,45,24796716,111592499,111610785,15,46,12201873,54803274,54803243,5,80,uniform
sahil-lab-pc,2018-02-26 17:06:08,31,16000000,140945,496000000,3519.1,8.80908,10,45,45,49597369,223196000,223206631,15,40,24407186,109620768,109620743,5,80,uniform
sahil-lab-pc,2018-02-26 17:06:17,32,1000000,9456,32000000,3384.09,9.45674,10,45,45,3200235,14401692,14398073,15,39,1573556,7073269,7073245,5,80,uniform
sahil-lab-pc,2018-02-26 17:06:35,32,2000000,17970,64000000,3561.49,8.98505,10,45,45,6401286,28805088,28793626,15,29,3147478,14142435,14142421,5,80,uniform
sahil-lab-pc,2018-02-26 17:07:11,32,4000000,35486,128000000,3607.06,8.87165,10,45,45,12805721,57589254,57605025,15,36,6296686,28282009,28281988,5,80,uniform
sahil-lab-pc,2018-02-26 17:08:22,32,8000000,71014,256000000,3604.92,8.87681,10,45,45,25599380,115200552,115200068,15,41,12592830,56576166,56576140,5,80,uniform
sahil-lab-pc,2018-02-26 17:10:44,32,16000000,141877,512000000,3608.76,8.86735,10,45,45,51209962,230382992,230407046,15,39,25194917,113142573,113142549,5,80,uniform
sahil-lab-pc,2018-02-26 17:10:53,33,1000000,9108,33000000,3623.19,9.10802,10,45,45,3298317,14857273,14844410,15,43,1623786,7294537,7294509,5,80,uniform
sahil-lab-pc,2018-02-26 17:11:11,33,2000000,18378,66000000,3591.25,9.18936,10,45,45,6599563,29704076,29696361,15,41,3247423,14582541,14582515,5,80,uniform
sahil-lab-pc,2018-02-26 17:11:48,33,4000000,36653,132000000,3601.34,9.16334,10,45,45,13201060,59402728,59396212,15,43,6493224,29171236,29171208,5,80,uniform
sahil-lab-pc,2018-02-26 17:13:01,33,8000000,73106,264000000,3611.19,9.13828,10,45,45,26387621,118811622,118800757,15,39,12983714,58342118,58342094,5,80,uniform
sahil-lab-pc,2018-02-26 17:15:27,33,16000000,146058,528000000,3615,9.12866,10,45,45,52799236,237594541,237606223,15,35,25978259,116674040,116674020,5,80,uniform
sahil-lab-pc,2018-02-26 17:15:37,34,1000000,9435,34000000,3603.6,9.43508,10,45,45,3400044,15302097,15297859,15,37,1673294,7513968,7513946,5,80,uniform
sahil-lab-pc,2018-02-26 17:15:56,34,2000000,19053,68000000,3568.99,9.52651,10,45,45,6801447,30601064,30597489,15,28,3348875,15026924,15026911,5,80,uniform
sahil-lab-pc,2018-02-26 17:16:34,34,4000000,37692,136000000,3608.19,9.42307,10,45,45,13600434,61199909,61199657,15,45,6694625,30058810,30058780,5,80,uniform
sahil-lab-pc,2018-02-26 17:17:51,34,8000000,76999,272000000,3532.51,9.62499,10,45,45,27200426,122403705,122395869,15,33,13381472,60107630,60107612,5,80,uniform
sahil-lab-pc,2018-02-26 17:20:25,34,16000000,153519,544000000,3543.54,9.595,10,45,45,54395739,244805063,244799198,15,40,26760051,120232051,120232026,5,80,uniform
sahil-lab-pc,2018-02-26 17:20:35,35,1000000,9747,35000000,3590.85,9.74727,10,45,45,3498665,15753008,15748327,15,32,1721858,7734382,7734365,5,80,uniform
