hostname, date time,#threads,operations/thread,total time taken(ms),#total operations,operations per second,Latency(microseconds),search weight,insert weight,delete weight,#search operations,#insert operations,#remove operations,size before,size after,#successful search operations,#successful insert operations,#successful remove operations,min key,max key,distribution type
sahil-lab-pc,2018-02-26 19:53:56,31,16000000,138331,496000000,3585.6,8.64574,10,45,45,49602204,223196143,223201653,15,39,24402029,109606751,109606727,5,80,uniform
sahil-lab-pc,2018-02-26 19:54:05,32,1000000,8856,32000000,3613.37,8.85626,10,45,45,3201132,14398267,14400601,15,45,1575727,7073074,7073044,5,80,uniform
sahil-lab-pc,2018-02-26 19:54:23,32,2000000,17722,64000000,3611.33,8.86144,10,45,45,6403469,28796434,28800097,15,33,3149613,14141203,14141185,5,80,uniform
sahil-lab-pc,2018-02-26 19:54:59,32,4000000,35640,128000000,3591.47,8.91019,10,45,45,12803977,57604661,57591362,15,38,6298452,28284482,28284459,5,80,uniform
sahil-lab-pc,2018-02-26 19:56:10,32,8000000,71039,256000000,3603.65,8.87992,10,45,45,25612358,115190299,115197343,15,38,12601273,56567608,56567585,5,80,uniform
sahil-lab-pc,2018-02-26 19:58:33,32,16000000,142662,512000000,3588.9,8.91643,10,45,45,51202131,230416531,230381338,15,37,25187910,113146576,113146554,5,80,uniform
sahil-lab-pc,2018-02-26 19:58:42,33,1000000,9088,33000000,3631.16,9.0887,10,45,45,3298807,14853060,14848133,15,35,1624124,7293293,7293273,5,80,uniform
sahil-lab-pc,2018-02-26 19:59:00,33,2000000,18330,66000000,3600.65,9.16543,10,45,45,6598531,29696799,29704670,15,47,3246602,14584792,14584760,5,80,uniform
sahil-lab-pc,2018-02-26 19:59:37,33,4000000,36634,132000000,3603.21,9.15867,10,45,45,13195598,59401470,59402932,15,42,6496551,29174798,29174771,5,80,uniform
sahil-lab-pc,2018-02-26 20:00:50,33,8000000,73511,264000000,3591.3,9.18897,10,45,45,26401759,118822211,118776030,15,35,12993612,58342666,58342646,5,80,uniform
sahil-lab-pc,2018-02-26 20:03:17,33,16000000,145995,528000000,3616.56,9.12471,10,45,45,52788777,237608556,237602667,15,33,25967347,116678494,116678476,5,80,uniform
sahil-lab-pc,2018-02-26 20:03:26,34,1000000,9429,34000000,3605.9,9.42925,10,45,45,3398491,15300395,15301114,15,43,1670530,7513181,7513153,5,80,uniform
sahil-lab-pc,2018-02-26 20:03:45,34,2000000,18868,68000000,3603.99,9.43433,10,45,45,6798231,30599629,30602140,15,36,3346346,15028702,15028681,5,80,uniform
sahil-lab-pc,2018-02-26 20:04:23,34,4000000,37704,136000000,3607.04,9.42619,10,45,45,13599527,61202677,61197796,15,28,6692632,30052518,30052505,5,80,uniform
sahil-lab-pc,2018-02-26 20:05:38,34,8000000,75463,272000000,3604.42,9.43295,10,45,45,27192385,122399311,122408304,15,36,13379214,60106388,60106367,5,80,uniform
sahil-lab-pc,2018-02-26 20:08:09,34,16000000,150724,544000000,3609.25,9.42031,10,45,45,54401588,244813395,244785017,15,36,26769784,120211329,120211308,5,80,uniform
sahil-lab-pc,2018-02-26 20:08:19,35,1000000,9630,35000000,3634.48,9.63037,10,45,45,3496926,15749106,15753968,15,33,1719302,7733480,7733462,5,80,uniform
sahil-lab-pc,2018-02-26 20:08:38,35,2000000,19397,70000000,3608.81,9.69882,10,45,45,7000947,31499513,31499540,15,45,3446457,15469426,15469396,5,80,uniform
sahil-lab-pc,2018-02-26 20:09:17,35,4000000,38817,140000000,3606.67,9.70429,10,45,45,14003442,63002032,62994526,15,32,6887967,30936512,30936495,5,80,uniform
sahil-lab-pc,2018-02-26 20:10:35,35,8000000,77805,280000000,3598.74,9.72565,10,45,45,28009025,126003884,125987091,15,39,13782009,61885117,61885093,5,80,uniform
sahil-lab-pc,2018-02-26 20:13:11,35,16000000,155841,560000000,3593.41,9.74012,10,45,45,55990716,252014968,251994316,15,40,27549265,123760266,123760241,5,80,uniform
sahil-lab-pc,2018-02-26 20:13:21,36,1000000,10105,36000000,3562.59,10.1056,10,45,45,3597476,16198370,16204154,15,32,1769106,7957846,7957829,5,80,uniform
sahil-lab-pc,2018-02-26 20:13:41,36,2000000,19862,72000000,3625.01,9.93147,10,45,45,7205201,32398025,32396774,15,34,3547097,15907186,15907167,5,80,uniform
sahil-lab-pc,2018-02-26 20:14:21,36,4000000,39771,144000000,3620.73,9.94288,10,45,45,14398966,64804123,64796911,15,40,7085428,31816067,31816042,5,80,uniform
sahil-lab-pc,2018-02-26 20:15:41,36,8000000,79617,288000000,3617.32,9.95216,10,45,45,28803604,129598796,129597600,15,37,14174289,63645722,63645700,5,80,uniform
sahil-lab-pc,2018-02-26 20:18:21,36,16000000,159878,576000000,3602.75,9.99242,10,45,45,57610713,259169490,259219797,15,35,28337106,127289572,127289552,5,80,uniform
sahil-lab-pc,2018-02-26 20:18:31,37,1000000,10239,37000000,3613.63,10.2397,10,45,45,3701048,16648010,16650942,15,39,1820792,8174442,8174418,5,80,uniform
sahil-lab-pc,2018-02-26 20:18:52,37,2000000,20470,74000000,3615.05,10.2351,10,45,45,7404715,33293838,33301447,15,35,3643095,16348809,16348789,5,80,uniform
sahil-lab-pc,2018-02-26 20:19:33,37,4000000,40929,148000000,3616.02,10.2324,10,45,45,14796482,66604711,66598807,15,32,7281154,32705636,32705619,5,80,uniform
sahil-lab-pc,2018-02-26 20:20:55,37,8000000,81980,296000000,3610.64,10.2475,10,45,45,29602402,133197278,133200320,15,33,14565828,65412471,65412453,5,80,uniform
sahil-lab-pc,2018-02-26 20:23:39,37,16000000,163828,592000000,3613.55,10.2393,10,45,45,59199173,266410884,266389943,15,37,29127463,130823950,130823928,5,80,uniform
sahil-lab-pc,2018-02-26 20:23:49,38,1000000,10532,38000000,3608.05,10.5325,10,45,45,3802755,17096267,17100978,15,41,1871311,8395695,8395669,5,80,uniform
sahil-lab-pc,2018-02-26 20:24:10,38,2000000,20990,76000000,3620.77,10.4953,10,45,45,7600013,34201457,34198530,15,38,3737571,16795261,16795238,5,80,uniform
sahil-lab-pc,2018-02-26 20:24:53,38,4000000,42224,152000000,3599.85,10.556,10,45,45,15198281,68396660,68405059,15,35,7478998,33590735,33590715,5,80,uniform
sahil-lab-pc,2018-02-26 20:26:16,38,8000000,83507,304000000,3640.41,10.4385,10,45,45,30388498,136808140,136803362,15,41,14945752,67180891,67180865,5,80,uniform
sahil-lab-pc,2018-02-26 20:29:04,38,16000000,167618,608000000,3627.3,10.4761,10,45,45,60801755,273609803,273588442,15,37,29911295,134374503,134374481,5,80,uniform
sahil-lab-pc,2018-02-26 20:29:15,39,1000000,10788,39000000,3615.13,10.7882,10,45,45,3902043,17548644,17549313,15,37,1918654,8613686,8613664,5,80,uniform
sahil-lab-pc,2018-02-26 20:29:36,39,2000000,21502,78000000,3627.57,10.7512,10,45,45,7801478,35104464,35094058,15,31,3837748,17233738,17233722,5,80,uniform
sahil-lab-pc,2018-02-26 20:30:20,39,4000000,43100,156000000,3619.49,10.7752,10,45,45,15603286,70197718,70198996,15,39,7676155,34473830,34473806,5,80,uniform
sahil-lab-pc,2018-02-26 20:31:45,39,8000000,85753,312000000,3638.36,10.7192,10,45,45,31197084,140405352,140397564,15,37,15345234,68941879,68941857,5,80,uniform
sahil-lab-pc,2018-02-26 20:34:38,39,16000000,172389,624000000,3619.72,10.7743,10,45,45,62405816,280778473,280815711,15,36,30689287,137897831,137897810,5,80,uniform
sahil-lab-pc,2018-02-26 20:34:49,40,1000000,10883,40000000,3675.46,10.8831,10,45,45,4000798,17999638,17999564,15,36,1966574,8836917,8836896,5,80,uniform
sahil-lab-pc,2018-02-26 20:35:11,40,2000000,21872,80000000,3657.64,10.9364,10,45,45,7995533,36000202,36004265,15,37,3931839,17679632,17679610,5,80,uniform
sahil-lab-pc,2018-02-26 20:35:55,40,4000000,43885,160000000,3645.89,10.9714,10,45,45,15998375,72012013,71989612,15,42,7877062,35360663,35360636,5,80,uniform
sahil-lab-pc,2018-02-26 20:37:23,40,8000000,87696,320000000,3648.97,10.962,10,45,45,32001818,144003555,143994627,15,37,15746359,70718063,70718041,5,80,uniform
sahil-lab-pc,2018-02-26 20:40:32,30,1000000,8683,30000000,3455.03,8.68349,10,45,45,2998963,13502664,13498373,15,30,1474739,6627585,6627570,5,80,uniform
sahil-lab-pc,2018-02-26 20:40:49,30,2000000,16769,60000000,3578.03,8.38456,10,45,45,5997356,27005175,26997469,15,36,2950914,13260332,13260311,5,80,uniform
sahil-lab-pc,2018-02-26 20:41:22,30,4000000,33447,120000000,3587.77,8.36188,10,45,45,11999392,53997580,54003028,15,42,5902530,26515204,26515177,5,80,uniform
sahil-lab-pc,2018-02-26 20:42:29,30,8000000,67059,240000000,3578.94,8.3824,10,45,45,24003044,107992909,108004047,15,36,11806789,53039181,53039160,5,80,uniform
sahil-lab-pc,2018-02-26 20:44:43,30,16000000,133463,480000000,3596.5,8.34146,10,45,45,48004386,215991396,216004218,15,43,23614638,106082705,106082677,5,80,uniform
sahil-lab-pc,2018-02-26 20:44:52,31,1000000,8633,31000000,3590.87,8.63332,10,45,45,3101946,13948989,13949065,15,33,1526529,6850001,6849983,5,80,uniform
sahil-lab-pc,2018-02-26 20:45:09,31,2000000,17239,62000000,3596.5,8.6198,10,45,45,6200363,27898583,27901054,15,39,3050654,13699538,13699514,5,80,uniform
sahil-lab-pc,2018-02-26 20:45:43,31,4000000,34491,124000000,3595.14,8.62279,10,45,45,12405547,55791453,55803000,15,45,6104651,27396560,27396530,5,80,uniform
sahil-lab-pc,2018-02-26 20:46:53,31,8000000,69248,248000000,3581.33,8.65607,10,45,45,24802826,111585835,111611339,15,37,12204996,54808545,54808523,5,80,uniform
sahil-lab-pc,2018-02-26 20:49:12,31,16000000,138956,496000000,3569.48,8.68478,10,45,45,49597984,223198408,223203608,15,42,24402029,109610640,109610613,5,80,uniform
sahil-lab-pc,2018-02-26 20:49:21,32,1000000,8922,32000000,3586.64,8.9225,10,45,45,3198360,14398362,14403278,15,31,1573243,7072612,7072596,5,80,uniform
sahil-lab-pc,2018-02-26 20:49:38,32,2000000,17685,64000000,3618.89,8.84261,10,45,45,6398993,28805737,28795270,15,31,3150297,14143218,14143202,5,80,uniform
sahil-lab-pc,2018-02-26 20:50:14,32,4000000,35679,128000000,3587.54,8.91995,10,45,45,12799378,57608315,57592307,15,42,6296930,28289831,28289804,5,80,uniform
sahil-lab-pc,2018-02-26 20:51:25,32,8000000,71063,256000000,3602.44,8.88298,10,45,45,25605374,115195383,115199243,15,29,12593501,56573063,56573049,5,80,uniform
sahil-lab-pc,2018-02-26 20:53:48,32,16000000,142458,512000000,3594.04,8.90367,10,45,45,51204827,230400108,230395065,15,35,25190251,113141945,113141925,5,80,uniform
sahil-lab-pc,2018-02-26 20:53:57,33,1000000,9146,33000000,3608.13,9.14672,10,45,45,3300879,14856691,14842430,15,34,1624190,7293205,7293186,5,80,uniform
sahil-lab-pc,2018-02-26 20:54:16,33,2000000,18307,66000000,3605.18,9.15363,10,45,45,6601562,29699701,29698737,15,37,3248000,14581593,14581571,5,80,uniform
sahil-lab-pc,2018-02-26 20:54:52,33,4000000,36655,132000000,3601.15,9.16399,10,45,45,13203699,59397477,59398824,15,43,6499204,29167380,29167352,5,80,uniform
sahil-lab-pc,2018-02-26 20:56:06,33,8000000,73657,264000000,3584.18,9.20713,10,45,45,26395089,118809568,118795343,15,30,12986748,58342338,58342323,5,80,uniform
sahil-lab-pc,2018-02-26 20:58:33,33,16000000,146494,528000000,3604.24,9.15592,10,45,45,52794821,237604340,237600839,15,33,25970589,116684445,116684427,5,80,uniform
sahil-lab-pc,2018-02-26 20:58:42,34,1000000,9436,34000000,3603.22,9.43666,10,45,45,3401128,15300091,15298781,15,47,1674445,7513906,7513874,5,80,uniform
sahil-lab-pc,2018-02-26 20:59:01,34,2000000,18934,68000000,3591.42,9.46735,10,45,45,6800298,30598897,30600805,15,31,3344202,15029644,15029628,5,80,uniform
sahil-lab-pc,2018-02-26 20:59:39,34,4000000,37870,136000000,3591.23,9.4676,10,45,45,13598134,61189299,61212567,15,34,6687467,30055226,30055207,5,80,uniform
sahil-lab-pc,2018-02-26 21:00:55,34,8000000,75622,272000000,3596.84,9.45282,10,45,45,27198389,122403250,122398361,15,42,13383130,60112708,60112681,5,80,uniform
sahil-lab-pc,2018-02-26 21:03:26,34,16000000,151649,544000000,3587.23,9.47811,10,45,45,54397530,244811033,244791437,15,37,26764305,120225934,120225912,5,80,uniform
sahil-lab-pc,2018-02-26 21:03:36,35,1000000,9665,35000000,3621.31,9.66535,10,45,45,3500557,15745245,15754198,15,45,1719578,7733021,7732991,5,80,uniform
sahil-lab-pc,2018-02-26 21:03:56,35,2000000,19314,70000000,3624.31,9.65747,10,45,45,7001170,31504443,31494387,15,31,3443571,15466861,15466845,5,80,uniform
sahil-lab-pc,2018-02-26 21:04:34,35,4000000,38805,140000000,3607.78,9.70132,10,45,45,14000046,63003962,62995992,15,35,6888599,30934987,30934967,5,80,uniform
sahil-lab-pc,2018-02-26 21:05:52,35,8000000,77694,280000000,3603.88,9.71186,10,45,45,27999280,126010032,125990688,15,37,13778043,61873033,61873011,5,80,uniform
sahil-lab-pc,2018-02-26 21:08:27,35,16000000,155188,560000000,3608.53,9.69927,10,45,45,55998019,252005561,251996420,15,47,27552913,123755277,123755245,5,80,uniform
sahil-lab-pc,2018-02-26 21:08:38,36,1000000,9981,36000000,3606.85,9.98139,10,45,45,3598760,16204049,16197191,15,29,1769265,7958616,7958602,5,80,uniform
sahil-lab-pc,2018-02-26 21:08:58,36,2000000,20041,72000000,3592.64,10.0207,10,45,45,7197671,32402951,32399378,15,49,3537594,15908352,15908318,5,80,uniform
sahil-lab-pc,2018-02-26 21:09:38,36,4000000,39945,144000000,3604.96,9.98643,10,45,45,14404370,64790156,64805474,15,39,7084739,31819501,31819477,5,80,uniform
sahil-lab-pc,2018-02-26 21:10:57,36,8000000,79658,288000000,3615.46,9.95728,10,45,45,28803553,129596309,129600138,15,42,14169888,63646516,63646489,5,80,uniform
sahil-lab-pc,2018-02-26 21:13:37,36,16000000,159664,576000000,3607.58,9.97905,10,45,45,57611131,259203600,259185269,15,32,28344161,127290642,127290625,5,80,uniform
sahil-lab-pc,2018-02-26 21:13:48,37,1000000,10136,37000000,3650.36,10.1361,10,45,45,3699302,16649770,16650928,15,33,1819755,8174183,8174165,5,80,uniform
sahil-lab-pc,2018-02-26 21:14:08,37,2000000,20532,74000000,3604.13,10.2664,10,45,45,7399465,33304238,33296297,15,46,3641291,16349382,16349351,5,80,uniform
sahil-lab-pc,2018-02-26 21:14:49,37,4000000,41009,148000000,3608.96,10.2523,10,45,45,14799977,66595354,66604669,15,35,7280652,32702169,32702149,5,80,uniform
sahil-lab-pc,2018-02-26 21:16:11,37,8000000,81959,296000000,3611.56,10.2449,10,45,45,29589871,133201094,133209035,15,36,14557350,65416297,65416276,5,80,uniform
sahil-lab-pc,2018-02-26 21:18:55,37,16000000,163676,592000000,3616.9,10.2298,10,45,45,59203666,266397950,266398384,15,35,29124297,130813261,130813241,5,80,uniform
sahil-lab-pc,2018-02-26 21:19:06,38,1000000,10530,38000000,3608.74,10.5304,10,45,45,3802723,17098782,17098495,15,43,1870895,8398247,8398219,5,80,uniform
sahil-lab-pc,2018-02-26 21:19:27,38,2000000,20942,76000000,3629.07,10.4711,10,45,45,7601975,34199079,34198946,15,38,3738811,16798793,16798770,5,80,uniform
sahil-lab-pc,2018-02-26 21:20:09,38,4000000,41904,152000000,3627.34,10.4761,10,45,45,15202783,68396831,68400386,15,33,7479635,33588803,33588785,5,80,uniform
sahil-lab-pc,2018-02-26 21:21:33,38,8000000,84279,304000000,3607.07,10.5349,10,45,45,30403007,136798886,136798107,15,32,14957041,67177007,67176990,5,80,uniform
sahil-lab-pc,2018-02-26 21:24:21,38,16000000,167781,608000000,3623.77,10.4864,10,45,45,60791420,273616132,273592448,15,35,29910576,134347713,134347693,5,80,uniform
sahil-lab-pc,2018-02-26 21:24:32,39,1000000,10811,39000000,3607.44,10.8115,10,45,45,3903772,17546812,17549416,15,37,1919871,8618725,8618703,5,80,uniform
sahil-lab-pc,2018-02-26 21:24:54,39,2000000,21586,78000000,3613.45,10.7933,10,45,45,7801187,35098179,35100634,15,33,3836711,17236049,17236031,5,80,uniform
sahil-lab-pc,2018-02-26 21:25:37,39,4000000,43041,156000000,3624.45,10.7604,10,45,45,15596340,70193624,70210036,15,41,7670128,34471094,34471068,5,80,uniform
sahil-lab-pc,2018-02-26 21:27:04,39,8000000,86315,312000000,3614.67,10.7894,10,45,45,31199345,140403744,140396911,15,41,15349870,68947974,68947948,5,80,uniform
sahil-lab-pc,2018-02-26 21:29:55,39,16000000,171320,624000000,3642.31,10.7075,10,45,45,62417216,280792208,280790576,15,33,30712307,137882586,137882568,5,80,uniform
sahil-lab-pc,2018-02-26 21:30:08,40,1000000,10936,40000000,3657.64,10.9367,10,45,45,3999942,17998921,18001137,15,39,1966286,8840663,8840639,5,80,uniform
sahil-lab-pc,2018-02-26 21:30:31,40,2000000,22053,80000000,3627.62,11.0268,10,45,45,8002095,35998232,35999673,15,41,3937270,17676350,17676324,5,80,uniform
sahil-lab-pc,2018-02-26 21:31:15,40,4000000,43962,160000000,3639.51,10.9907,10,45,45,16001649,72009265,71989086,15,31,7874732,35358047,35358031,5,80,uniform
sahil-lab-pc,2018-02-26 21:32:43,40,8000000,88362,320000000,3621.47,11.0454,10,45,45,32006917,144012643,143980440,15,39,15756312,70713161,70713137,5,80,uniform
sahil-lab-pc,2018-02-26 21:35:51,30,1000000,8336,30000000,3598.85,8.33684,10,45,45,2999043,13498160,13502797,15,38,1476112,6632661,6632638,5,80,uniform
sahil-lab-pc,2018-02-26 21:36:08,30,2000000,16752,60000000,3581.66,8.3761,10,45,45,6003785,27001424,26994791,15,37,2955020,13258341,13258319,5,80,uniform
sahil-lab-pc,2018-02-26 21:36:41,30,4000000,33586,120000000,3572.92,8.39669,10,45,45,11999139,53990559,54010302,15,39,5901578,26518907,26518883,5,80,uniform
sahil-lab-pc,2018-02-26 21:37:49,30,8000000,67047,240000000,3579.58,8.38089,10,45,45,23998409,107987838,108013753,15,32,11808698,53044329,53044312,5,80,uniform
sahil-lab-pc,2018-02-26 21:40:03,30,16000000,134621,480000000,3565.57,8.41385,10,45,45,47996983,215996932,216006085,15,36,23612388,106067581,106067560,5,80,uniform
sahil-lab-pc,2018-02-26 21:40:12,31,1000000,8630,31000000,3592.12,8.63081,10,45,45,3100587,13950383,13949030,15,39,1525448,6850011,6849987,5,80,uniform
sahil-lab-pc,2018-02-26 21:40:29,31,2000000,17230,62000000,3598.37,8.61534,10,45,45,6201252,27898486,27900262,15,38,3050688,13699417,13699394,5,80,uniform
sahil-lab-pc,2018-02-26 21:41:04,31,4000000,34579,124000000,3585.99,8.64493,10,45,45,12394853,55804380,55800767,15,39,6099102,27405127,27405103,5,80,uniform
sahil-lab-pc,2018-02-26 21:42:13,31,8000000,69443,248000000,3571.27,8.68046,10,45,45,24805767,111584395,111609838,15,33,12202537,54813453,54813435,5,80,uniform
sahil-lab-pc,2018-02-26 21:44:32,31,16000000,138596,496000000,3578.75,8.66231,10,45,45,49607422,223210566,223182012,15,37,24412467,109600748,109600726,5,80,uniform
sahil-lab-pc,2018-02-26 21:44:41,32,1000000,8912,32000000,3590.66,8.91258,10,45,45,3198957,14402952,14398091,15,26,1573327,7072652,7072641,5,80,uniform
sahil-lab-pc,2018-02-26 21:44:59,32,2000000,17831,64000000,3589.25,8.91583,10,45,45,6403720,28801088,28795192,15,29,3153789,14144021,14144007,5,80,uniform
sahil-lab-pc,2018-02-26 21:45:35,32,4000000,35665,128000000,3588.95,8.91637,10,45,45,12800074,57605633,57594293,15,28,6298017,28284689,28284676,5,80,uniform
sahil-lab-pc,2018-02-26 21:46:46,32,8000000,71058,256000000,3602.69,8.8823,10,45,45,25597057,115199530,115203413,15,35,12591383,56574256,56574236,5,80,uniform
sahil-lab-pc,2018-02-26 21:49:09,32,16000000,142561,512000000,3591.45,8.91011,10,45,45,51200337,230400540,230399123,15,37,25190866,113149874,113149852,5,80,uniform
sahil-lab-pc,2018-02-26 21:49:18,33,1000000,9150,33000000,3606.56,9.1506,10,45,45,3299395,14851272,14849333,15,44,1622259,7292138,7292109,5,80,uniform
sahil-lab-pc,2018-02-26 21:49:36,33,2000000,18418,66000000,3583.45,9.20942,10,45,45,6598351,29704112,29697537,15,36,3245425,14584098,14584077,5,80,uniform
sahil-lab-pc,2018-02-26 21:50:13,33,4000000,36797,132000000,3587.25,9.19936,10,45,45,13198182,59401632,59400186,15,41,6492420,29172584,29172558,5,80,uniform
sahil-lab-pc,2018-02-26 21:51:26,33,8000000,73158,264000000,3608.63,9.14478,10,45,45,26406534,118791611,118801855,15,29,12990608,58336772,58336758,5,80,uniform
sahil-lab-pc,2018-02-26 21:53:53,33,16000000,146641,528000000,3600.63,9.16507,10,45,45,52808140,237601738,237590122,15,48,25974154,116687605,116687572,5,80,uniform
sahil-lab-pc,2018-02-26 21:54:03,34,1000000,9449,34000000,3598.26,9.44967,10,45,45,3401953,15299834,15298213,15,37,1673190,7513017,7512995,5,80,uniform
sahil-lab-pc,2018-02-26 21:54:22,34,2000000,18863,68000000,3604.94,9.43179,10,45,45,6801266,30605936,30592798,15,31,3348040,15027780,15027764,5,80,uniform
sahil-lab-pc,2018-02-26 21:54:59,34,4000000,37739,136000000,3603.7,9.4349,10,45,45,13600909,61192880,61206211,15,44,6686612,30057687,30057658,5,80,uniform
sahil-lab-pc,2018-02-26 21:56:15,34,8000000,75347,272000000,3609.96,9.41845,10,45,45,27196434,122402327,122401239,15,42,13377621,60105641,60105614,5,80,uniform
sahil-lab-pc,2018-02-26 21:58:46,34,16000000,150752,544000000,3608.58,9.42203,10,45,45,54393860,244794638,244811502,15,35,26755619,120206381,120206361,5,80,uniform
sahil-lab-pc,2018-02-26 21:58:56,35,1000000,9687,35000000,3613.09,9.68766,10,45,45,3501999,15749176,15748825,15,35,1720305,7734096,7734076,5,80,uniform
sahil-lab-pc,2018-02-26 21:59:15,35,2000000,19381,70000000,3611.78,9.69054,10,45,45,7001067,31501082,31497851,15,42,3444991,15469435,15469408,5,80,uniform
sahil-lab-pc,2018-02-26 21:59:54,35,4000000,38843,140000000,3604.25,9.71097,10,45,45,13996330,63001171,63002499,15,38,6887057,30940261,30940238,5,80,uniform
sahil-lab-pc,2018-02-26 22:01:12,35,8000000,77941,280000000,3592.46,9.74269,10,45,45,28009759,125987305,126002936,15,40,13778448,61878980,61878955,5,80,uniform
sahil-lab-pc,2018-02-26 22:03:47,35,16000000,155124,560000000,3610.02,9.69526,10,45,45,56003965,252003568,251992467,15,40,27556061,123748890,123748865,5,80,uniform
sahil-lab-pc,2018-02-26 22:03:57,36,1000000,9896,36000000,3637.83,9.89654,10,45,45,3600290,16200910,16198800,15,25,1771097,7956847,7956837,5,80,uniform
sahil-lab-pc,2018-02-26 22:04:17,36,2000000,19956,72000000,3607.94,9.97831,10,45,45,7208299,32395141,32396560,15,32,3547191,15907998,15907981,5,80,uniform
sahil-lab-pc,2018-02-26 22:04:57,36,4000000,39821,144000000,3616.18,9.95547,10,45,45,14409162,64798514,64792324,15,45,7091061,31823048,31823018,5,80,uniform
sahil-lab-pc,2018-02-26 22:06:17,36,8000000,79807,288000000,3608.71,9.97591,10,45,45,28796692,129615083,129588225,15,36,14167117,63649026,63649005,5,80,uniform
sahil-lab-pc,2018-02-26 22:08:56,36,16000000,159590,576000000,3609.25,9.97438,10,45,45,57601653,259211258,259187089,15,37,28341846,127289077,127289055,5,80,uniform
sahil-lab-pc,2018-02-26 22:09:07,37,1000000,10227,37000000,3617.87,10.2276,10,45,45,3696864,16650823,16652313,15,26,1817397,8178304,8178293,5,80,uniform
sahil-lab-pc,2018-02-26 22:09:27,37,2000000,20389,74000000,3629.41,10.1948,10,45,45,7393526,33300354,33306120,15,33,3638984,16356368,16356350,5,80,uniform
sahil-lab-pc,2018-02-26 22:10:08,37,4000000,40859,148000000,3622.21,10.2149,10,45,45,14801037,66588412,66610551,15,44,7281461,32701124,32701095,5,80,uniform
sahil-lab-pc,2018-02-26 22:11:30,37,8000000,81826,296000000,3617.43,10.2283,10,45,45,29608123,133205540,133186337,15,27,14565510,65402199,65402187,5,80,uniform
sahil-lab-pc,2018-02-26 22:14:14,37,16000000,164232,592000000,3604.66,10.2645,10,45,45,59194029,266408264,266397707,15,41,29131372,130828492,130828466,5,80,uniform
sahil-lab-pc,2018-02-26 22:14:25,38,1000000,10461,38000000,3632.54,10.4611,10,45,45,3801340,17099085,17099575,15,45,1869673,8396784,8396754,5,80,uniform
sahil-lab-pc,2018-02-26 22:14:46,38,2000000,21122,76000000,3598.14,10.5613,10,45,45,7594937,34200141,34204922,15,40,3735547,16794996,16794971,5,80,uniform
sahil-lab-pc,2018-02-26 22:15:28,38,4000000,42124,152000000,3608.39,10.5311,10,45,45,15198202,68404129,68397669,15,34,7477417,33594147,33594128,5,80,uniform
sahil-lab-pc,2018-02-26 22:16:52,38,8000000,83556,304000000,3638.28,10.4446,10,45,45,30399167,136797225,136803608,15,32,14953928,67167541,67167524,5,80,uniform
sahil-lab-pc,2018-02-26 22:19:40,38,16000000,167892,608000000,3621.38,10.4933,10,45,45,60801919,273602861,273595220,15,49,29921294,134363979,134363945,5,80,uniform
sahil-lab-pc,2018-02-26 22:19:51,39,1000000,10736,39000000,3632.64,10.7363,10,45,45,3900957,17546569,17552474,15,35,1918246,8616310,8616290,5,80,uniform
sahil-lab-pc,2018-02-26 22:20:13,39,2000000,21560,78000000,3617.81,10.7803,10,45,45,7794227,35107869,35097904,15,40,3834514,17233380,17233355,5,80,uniform
sahil-lab-pc,2018-02-26 22:20:56,39,4000000,43070,156000000,3622.01,10.7676,10,45,45,15597841,70204770,70197389,15,44,7674091,34476086,34476057,5,80,uniform
sahil-lab-pc,2018-02-26 22:22:22,39,8000000,86122,312000000,3622.77,10.7653,10,45,45,31196126,140406907,140396967,15,44,15350160,68938901,68938872,5,80,uniform
sahil-lab-pc,2018-02-26 22:25:14,39,16000000,171953,624000000,3628.9,10.7471,10,45,45,62401333,280810332,280788335,15,33,30700632,137904712,137904694,5,80,uniform
sahil-lab-pc,2018-02-26 22:25:26,40,1000000,11055,40000000,3618.27,11.056,10,45,45,3998011,17999697,18002292,15,43,1965825,8840579,8840551,5,80,uniform
sahil-lab-pc,2018-02-26 22:25:48,40,2000000,22074,80000000,3624.17,11.0373,10,45,45,8000842,36001315,35997843,15,40,3936290,17674597,17674572,5,80,uniform
sahil-lab-pc,2018-02-26 22:26:32,40,4000000,44056,160000000,3631.74,11.0141,10,45,45,15996331,72002241,72001428,15,38,7870987,35354852,35354829,5,80,uniform
sahil-lab-pc,2018-02-26 22:28:01,40,8000000,88159,320000000,3629.81,11.02,10,45,45,32007999,144000540,143991461,15,35,15744721,70706995,70706975,5,80,uniform
sahil-lab-pc,2018-02-26 22:31:15,30,1000000,9573,30000000,3133.81,9.57343,10,45,45,2999681,13499030,13501289,15,34,1475594,6630267,6630248,5,80,uniform
sahil-lab-pc,2018-02-26 22:31:31,30,2000000,16805,60000000,3570.37,8.40299,10,45,45,5999800,26999299,27000901,15,42,2952173,13262094,13262067,5,80,uniform
sahil-lab-pc,2018-02-26 22:32:05,30,4000000,33523,120000000,3579.63,8.38087,10,45,45,11998864,53999788,54001348,15,33,5905223,26519986,26519968,5,80,uniform
sahil-lab-pc,2018-02-26 22:33:12,30,8000000,67186,240000000,3572.17,8.39836,10,45,45,24002482,108002146,107995372,15,33,11809362,53037411,53037393,5,80,uniform
